3.2k 2.5d 1
3.2k 7.0k 1
3.2k 7.6k 1
2.5d 7.0k 1
2.5d 7.6k 1
7.6k 7.0k 1
9.0k 20.5k 1
9.0k 3.3k 1
9.0k 6.1k 1
6.1k 6.7k 1
6.1k 5.8k 1
6.7k 3.3k 1
6.7k 20.5k 1
3.3k 5.8k 1
5.8k 20.5k 1
